Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
C	GO:0005047	0.000768738	27.99751244	0.208351196	3	6	signal recognition particle binding	0.061289418	"ENSG00000163975,ENSG00000167881,ENSG00000182934"	"MFI2,SRP68,SRPR"
C	GO:0030545	0.001194122	2.560295774	6.736688674	16	194	receptor regulator activity	0.087270436	"ENSG00000025708,ENSG00000087494,ENSG00000095752,ENSG00000107984,ENSG00000116985,ENSG00000122641,ENSG00000138623,ENSG00000140931,ENSG00000145040,ENSG00000150630,ENSG00000159167,ENSG00000161914,ENSG00000164400,ENSG00000175505,ENSG00000196337,ENSG00000217555"	"TYMP,PTHLH,IL11,DKK1,BMP8B,INHBA,SEMA7A,CMTM3,UCN2,VEGFC,STC1,ZNF653,CSF2,CLCF1,CGB7,CKLF"
C	GO:0048018	0.001435788	2.601782364	6.215810683	15	179	receptor ligand activity	0.096860443	"ENSG00000025708,ENSG00000087494,ENSG00000095752,ENSG00000107984,ENSG00000116985,ENSG00000122641,ENSG00000138623,ENSG00000140931,ENSG00000145040,ENSG00000150630,ENSG00000159167,ENSG00000164400,ENSG00000175505,ENSG00000196337,ENSG00000217555"	"TYMP,PTHLH,IL11,DKK1,BMP8B,INHBA,SEMA7A,CMTM3,UCN2,VEGFC,STC1,CSF2,CLCF1,CGB7,CKLF"
C	GO:0019902	0.001925546	2.732407407	5.139329504	13	148	phosphatase binding	0.12062169	"ENSG00000087074,ENSG00000090372,ENSG00000100330,ENSG00000111276,ENSG00000125503,ENSG00000146112,ENSG00000153558,ENSG00000165807,ENSG00000172531,ENSG00000176170,ENSG00000182866,ENSG00000196422,ENSG00000198089"	"PPP1R15A,STRN4,MTMR3,CDKN1B,PPP1R12C,PPP1R18,FBXL2,PPP1R36,PPP1CA,SPHK1,LCK,PPP1R26,SFI1"
C	GO:0044877	0.002358718	1.717830381	23.54368516	38	678	protein-containing complex binding	0.121860002	"ENSG00000028528,ENSG00000035862,ENSG00000042493,ENSG00000060558,ENSG00000087274,ENSG00000090372,ENSG00000101457,ENSG00000102178,ENSG00000105325,ENSG00000111199,ENSG00000111276,ENSG00000114353,ENSG00000130702,ENSG00000131018,ENSG00000132475,ENSG00000137193,ENSG00000138623,ENSG00000140545,ENSG00000147394,ENSG00000149115,ENSG00000150991,ENSG00000155252,ENSG00000160953,ENSG00000161638,ENSG00000163874,ENSG00000163975,ENSG00000167881,ENSG00000172531,ENSG00000172757,ENSG00000173210,ENSG00000177731,ENSG00000182866,ENSG00000182934,ENSG00000185624,ENSG00000187017,ENSG00000197321,ENSG00000241685,ENSG00000261150"	"SNX1,TIMP2,CAPG,GNA15,ADD1,STRN4,DNTTIP1,UBL4A,FZR1,TRPV4,CDKN1B,GNAI2,LAMA5,SYNE1,H3F3B,PIM1,SEMA7A,MFGE8,ZNF185,TNKS1BP1,UBC,PI4K2A,MUM1,ITGA5,ZC3H12A,MFI2,SRP68,PPP1CA,CFL1,ABLIM3,FLII,LCK,SRPR,P4HB,ESPN,SVIL,ARPC1A,EPPK1"
C	GO:0004866	0.002474151	3.388787879	2.916916745	9	84	endopeptidase inhibitor activity	0.121860002	"ENSG00000035862,ENSG00000101441,ENSG00000110330,ENSG00000114270,ENSG00000126432,ENSG00000132386,ENSG00000140564,ENSG00000140939,ENSG00000170373"	"TIMP2,CST4,BIRC2,COL7A1,PRDX5,SERPINF1,FURIN,NOL3,CST1"
C	GO:0004869	0.002501117	6.105978261	0.972305582	5	28	cysteine-type endopeptidase inhibitor activity	0.121860002	"ENSG00000101441,ENSG00000110330,ENSG00000126432,ENSG00000140939,ENSG00000170373"	"CST4,BIRC2,PRDX5,NOL3,CST1"
C	GO:0005179	0.002501117	6.105978261	0.972305582	5	28	hormone activity	0.121860002	"ENSG00000087494,ENSG00000122641,ENSG00000145040,ENSG00000159167,ENSG00000196337"	"PTHLH,INHBA,UCN2,STC1,CGB7"
C	GO:0030414	0.002908727	3.300177096	2.986367144	9	86	peptidase inhibitor activity	0.134260696	"ENSG00000035862,ENSG00000101441,ENSG00000110330,ENSG00000114270,ENSG00000126432,ENSG00000132386,ENSG00000140564,ENSG00000140939,ENSG00000170373"	"TIMP2,CST4,BIRC2,COL7A1,PRDX5,SERPINF1,FURIN,NOL3,CST1"
C	GO:0019834	0.003525748	55.86600496	0.104175598	2	3	phospholipase A2 inhibitor activity	0.146351123	"ENSG00000135046,ENSG00000138772"	"ANXA1,ANXA3"
C	GO:0030942	0.003525748	55.86600496	0.104175598	2	3	endoplasmic reticulum signal peptide binding	0.146351123	"ENSG00000140319,ENSG00000167881"	"SRP14,SRP68"
