Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0034513	0.000114001	53.21717791	0.351110349	4	5	box H/ACA snoRNA binding	0.015499723	"ENSG00000109534,ENSG00000130826,ENSG00000145912,ENSG00000169288"	"GAR1,DKC1,NHP2,MRPL1"
D	GO:0048037	0.000126275	1.898145016	26.9652748	47	384	cofactor binding	0.015499723	"ENSG00000008394,ENSG00000013573,ENSG00000069535,ENSG00000075239,ENSG00000100116,ENSG00000100350,ENSG00000101444,ENSG00000101868,ENSG00000102967,ENSG00000104884,ENSG00000111716,ENSG00000112992,ENSG00000116984,ENSG00000122873,ENSG00000128059,ENSG00000128683,ENSG00000128928,ENSG00000132763,ENSG00000134202,ENSG00000134716,ENSG00000137124,ENSG00000138061,ENSG00000138346,ENSG00000138796,ENSG00000141994,ENSG00000142973,ENSG00000143162,ENSG00000143799,ENSG00000146233,ENSG00000149809,ENSG00000151413,ENSG00000152455,ENSG00000159348,ENSG00000164039,ENSG00000165060,ENSG00000167792,ENSG00000168765,ENSG00000169021,ENSG00000176974,ENSG00000180902,ENSG00000186205,ENSG00000188690,ENSG00000196177,ENSG00000197763,ENSG00000198721,ENSG00000213366,ENSG00000215883"	"MGST1,DDX11,MAOB,ACAT1,GCAT,FOXRED2,AHCY,POLA1,DHODH,ERCC2,LDHB,NNT,MTR,CISD1,PPAT,GAD1,IVD,MMACHC,GSTM3,CYP2J2,ALDH1B1,CYP1B1,DNA2,HADH,DUS3L,CYP4B1,CREG1,PARP1,CYP39A1,TM7SF2,NUBPL,SUV39H2,CYB5R1,BDH2,FXN,NDUFV1,GSTM4,UQCRFS1,SHMT1,D2HGDH,MARC1,UROS,ACADSB,TXNRD3,ECI2,GSTM2,CYB5RL"
D	GO:0009982	0.000131611	11.42540854	0.912886907	6	13	pseudouridine synthase activity	0.015499723	"ENSG00000091127,ENSG00000129317,ENSG00000130826,ENSG00000165526,ENSG00000166133,ENSG00000167112"	"PUS7,PUS7L,DKC1,RPUSD4,RPUSD2,TRUB2"
D	GO:0004518	0.000202519	2.320570353	12.92086084	27	184	nuclease activity	0.022146886	"ENSG00000020922,ENSG00000077348,ENSG00000100823,ENSG00000101347,ENSG00000102053,ENSG00000104356,ENSG00000105612,ENSG00000116918,ENSG00000118655,ENSG00000122512,ENSG00000124787,ENSG00000129538,ENSG00000130713,ENSG00000136104,ENSG00000138095,ENSG00000138346,ENSG00000141101,ENSG00000154328,ENSG00000154743,ENSG00000157036,ENSG00000166938,ENSG00000167272,ENSG00000169598,ENSG00000178718,ENSG00000197121,ENSG00000198690,ENSG00000198860"	"MRE11A,EXOSC5,APEX1,SAMHD1,ZC3H12B,POP1,DNASE2,TSNAX,DCLRE1B,PMS2,RPP40,RNASE1,EXOSC2,RNASEH2B,LRPPRC,DNA2,NOB1,NEIL2,TSEN2,EXOG,DIS3L,POP5,DFFB,RPP25,PGAP1,FAN1,TSEN15"
D	GO:0016765	0.000262252	4.204349364	3.23021521	11	46	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	0.026020858	"ENSG00000008394,ENSG00000085871,ENSG00000116649,ENSG00000124802,ENSG00000132768,ENSG00000134202,ENSG00000168765,ENSG00000168906,ENSG00000173085,ENSG00000183665,ENSG00000213366"	"MGST1,MGST2,SRM,EEF1E1,DPH2,GSTM3,GSTM4,MAT2A,COQ2,TRMT12,GSTM2"
D	GO:0140097	0.000284073	2.306298533	12.49952842	26	178	"catalytic activity, acting on DNA"	0.026020858	"ENSG00000013573,ENSG00000020922,ENSG00000073111,ENSG00000076003,ENSG00000076248,ENSG00000088305,ENSG00000100823,ENSG00000101003,ENSG00000101868,ENSG00000104884,ENSG00000105486,ENSG00000105612,ENSG00000118655,ENSG00000130826,ENSG00000132382,ENSG00000132646,ENSG00000138346,ENSG00000143799,ENSG00000154328,ENSG00000156502,ENSG00000169598,ENSG00000175792,ENSG00000184428,ENSG00000186871,ENSG00000189046,ENSG00000198690"	"DDX11,MRE11A,MCM2,MCM6,UNG,DNMT3B,APEX1,GINS1,POLA1,ERCC2,LIG1,DNASE2,DCLRE1B,DKC1,MYBBP1A,PCNA,DNA2,PARP1,NEIL2,SUPV3L1,DFFB,RUVBL1,TOP1MT,ERCC6L,ALKBH2,FAN1"
D	GO:0043295	0.000315583	13.31572482	0.702220698	5	10	glutathione binding	0.026020858	"ENSG00000008394,ENSG00000132763,ENSG00000134202,ENSG00000168765,ENSG00000213366"	"MGST1,MMACHC,GSTM3,GSTM4,GSTM2"
D	GO:1900750	0.000315583	13.31572482	0.702220698	5	10	oligopeptide binding	0.026020858	"ENSG00000008394,ENSG00000132763,ENSG00000134202,ENSG00000168765,ENSG00000213366"	"MGST1,MMACHC,GSTM3,GSTM4,GSTM2"
D	GO:0032135	0.000322924	26.60613497	0.421332419	4	6	DNA insertion or deletion binding	0.026020858	"ENSG00000095002,ENSG00000116062,ENSG00000122512,ENSG00000132646"	"MSH2,MSH6,PMS2,PCNA"
D	GO:0004549	0.000511509	7.995571956	1.123553117	6	16	tRNA-specific ribonuclease activity	0.038800095	"ENSG00000104356,ENSG00000124787,ENSG00000154743,ENSG00000167272,ENSG00000178718,ENSG00000198860"	"POP1,RPP40,TSEN2,POP5,RPP25,TSEN15"
D	GO:0016903	0.000532202	4.623076923	2.457772443	9	35	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"	0.038800095	"ENSG00000059573,ENSG00000108602,ENSG00000132746,ENSG00000137124,ENSG00000143149,ENSG00000159423,ENSG00000164904,ENSG00000168291,ENSG00000196139"	"ALDH18A1,ALDH3A1,ALDH3B2,ALDH1B1,ALDH9A1,ALDH4A1,ALDH7A1,PDHB,AKR1C3"
D	GO:0004521	0.000678291	3.67710396	3.581325559	11	51	endoribonuclease activity	0.047202872	"ENSG00000100823,ENSG00000104356,ENSG00000116918,ENSG00000124787,ENSG00000129538,ENSG00000136104,ENSG00000141101,ENSG00000154743,ENSG00000167272,ENSG00000178718,ENSG00000198860"	"APEX1,POP1,TSNAX,RPP40,RNASE1,RNASEH2B,NOB1,TSEN2,POP5,RPP25,TSEN15"
D	GO:0004364	0.000743883	7.268030862	1.193775186	6	17	glutathione transferase activity	0.04951675	"ENSG00000008394,ENSG00000085871,ENSG00000124802,ENSG00000134202,ENSG00000168765,ENSG00000213366"	"MGST1,MGST2,EEF1E1,GSTM3,GSTM4,GSTM2"
