Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
E	GO:0046943	0.017081742	3.095485636	2.059847381	6	91	carboxylic acid transmembrane transporter activity	0.259535189	"ENSG00000021488,ENSG00000023839,ENSG00000138079,ENSG00000164300,ENSG00000169507,ENSG00000170482"	"SLC7A9,ABCC2,SLC3A1,SERINC5,SLC38A11,SLC23A1"
E	GO:0015144	0.02029865	5.685157421	0.588527823	3	26	carbohydrate transmembrane transporter activity	0.259535189	"ENSG00000100170,ENSG00000170482,ENSG00000173214"	"SLC5A1,SLC23A1,KIAA1919"
E	GO:0015171	0.0213711	4.062969589	1.063877219	4	47	amino acid transmembrane transporter activity	0.259535189	"ENSG00000021488,ENSG00000138079,ENSG00000164300,ENSG00000169507"	"SLC7A9,SLC3A1,SERINC5,SLC38A11"
E	GO:0016616	0.021660942	2.922222222	2.173025808	6	96	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	0.259535189	"ENSG00000072042,ENSG00000106049,ENSG00000106853,ENSG00000138029,ENSG00000138413,ENSG00000140043"	"RDH11,HIBADH,PTGR1,HADHB,IDH1,PTGR2"
E	GO:0001181	0.022635686	Inf	0.022635686	1	1	"transcription factor activity, core RNA polymerase I binding"	0.259535189	ENSG00000085721	RRN3
E	GO:0003860	0.022635686	Inf	0.022635686	1	1	3-hydroxyisobutyryl-CoA hydrolase activity	0.259535189	ENSG00000198130	HIBCH
E	GO:0003867	0.022635686	Inf	0.022635686	1	1	4-aminobutyrate transaminase activity	0.259535189	ENSG00000183044	ABAT
E	GO:0003884	0.022635686	Inf	0.022635686	1	1	D-amino-acid oxidase activity	0.259535189	ENSG00000203797	DDO
E	GO:0004014	0.022635686	Inf	0.022635686	1	1	adenosylmethionine decarboxylase activity	0.259535189	ENSG00000123505	AMD1
E	GO:0004055	0.022635686	Inf	0.022635686	1	1	argininosuccinate synthase activity	0.259535189	ENSG00000130707	ASS1
E	GO:0004057	0.022635686	Inf	0.022635686	1	1	arginyltransferase activity	0.259535189	ENSG00000107669	ATE1
E	GO:0004339	0.022635686	Inf	0.022635686	1	1	"glucan 1,4-alpha-glucosidase activity"	0.259535189	ENSG00000257335	MGAM
E	GO:0004513	0.022635686	Inf	0.022635686	1	1	"neolactotetraosylceramide alpha-2,3-sialyltransferase activity"	0.259535189	ENSG00000115525	ST3GAL5
E	GO:0004686	0.022635686	Inf	0.022635686	1	1	elongation factor-2 kinase activity	0.259535189	ENSG00000103319	EEF2K
E	GO:0004777	0.022635686	Inf	0.022635686	1	1	succinate-semialdehyde dehydrogenase (NAD+) activity	0.259535189	ENSG00000112294	ALDH5A1
E	GO:0008119	0.022635686	Inf	0.022635686	1	1	thiopurine S-methyltransferase activity	0.259535189	ENSG00000137364	TPMT
E	GO:0008265	0.022635686	Inf	0.022635686	1	1	Mo-molybdopterin cofactor sulfurase activity	0.259535189	ENSG00000075643	MOCOS
E	GO:0008442	0.022635686	Inf	0.022635686	1	1	3-hydroxyisobutyrate dehydrogenase activity	0.259535189	ENSG00000106049	HIBADH
E	GO:0008445	0.022635686	Inf	0.022635686	1	1	D-aspartate oxidase activity	0.259535189	ENSG00000203797	DDO
E	GO:0008761	0.022635686	Inf	0.022635686	1	1	UDP-N-acetylglucosamine 2-epimerase activity	0.259535189	ENSG00000159921	GNE
E	GO:0009013	0.022635686	Inf	0.022635686	1	1	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	0.259535189	ENSG00000112294	ALDH5A1
E	GO:0009384	0.022635686	Inf	0.022635686	1	1	N-acylmannosamine kinase activity	0.259535189	ENSG00000159921	GNE
E	GO:0015127	0.022635686	Inf	0.022635686	1	1	bilirubin transmembrane transporter activity	0.259535189	ENSG00000023839	ABCC2
E	GO:0015922	0.022635686	Inf	0.022635686	1	1	aspartate oxidase activity	0.259535189	ENSG00000203797	DDO
E	GO:0019810	0.022635686	Inf	0.022635686	1	1	putrescine binding	0.259535189	ENSG00000123505	AMD1
E	GO:0030023	0.022635686	Inf	0.022635686	1	1	extracellular matrix constituent conferring elasticity	0.259535189	ENSG00000132205	EMILIN2
E	GO:0030305	0.022635686	Inf	0.022635686	1	1	heparanase activity	0.259535189	ENSG00000173083	HPSE
E	GO:0031849	0.022635686	Inf	0.022635686	1	1	olfactory receptor binding	0.259535189	ENSG00000136514	RTP4
E	GO:0032145	0.022635686	Inf	0.022635686	1	1	succinate-semialdehyde dehydrogenase binding	0.259535189	ENSG00000183044	ABAT
E	GO:0032440	0.022635686	Inf	0.022635686	1	1	2-alkenal reductase [NAD(P)] activity	0.259535189	ENSG00000106853	PTGR1
E	GO:0033814	0.022635686	Inf	0.022635686	1	1	propanoyl-CoA C-acyltransferase activity	0.259535189	ENSG00000116171	SCP2
E	GO:0033885	0.022635686	Inf	0.022635686	1	1	10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	0.259535189	ENSG00000120915	EPHX2
E	GO:0034386	0.022635686	Inf	0.022635686	1	1	4-aminobutyrate:2-oxoglutarate transaminase activity	0.259535189	ENSG00000183044	ABAT
E	GO:0047291	0.022635686	Inf	0.022635686	1	1	"lactosylceramide alpha-2,3-sialyltransferase activity"	0.259535189	ENSG00000115525	ST3GAL5
E	GO:0047298	0.022635686	Inf	0.022635686	1	1	(S)-3-amino-2-methylpropionate transaminase activity	0.259535189	ENSG00000183044	ABAT
E	GO:0047676	0.022635686	Inf	0.022635686	1	1	arachidonate-CoA ligase activity	0.259535189	ENSG00000068366	ACSL4
E	GO:0047757	0.022635686	Inf	0.022635686	1	1	chondroitin-glucuronate 5-epimerase activity	0.259535189	ENSG00000171451	DSEL
E	GO:0050561	0.022635686	Inf	0.022635686	1	1	glutamate-tRNA(Gln) ligase activity	0.259535189	ENSG00000103356	EARS2
E	GO:0050632	0.022635686	Inf	0.022635686	1	1	propionyl-CoA C2-trimethyltridecanoyltransferase activity	0.259535189	ENSG00000116171	SCP2
E	GO:0050897	0.022635686	Inf	0.022635686	1	1	cobalt ion binding	0.259535189	ENSG00000198585	NUDT16
E	GO:0052597	0.022635686	Inf	0.022635686	1	1	diamine oxidase activity	0.259535189	ENSG00000002726	AOC1
E	GO:0052598	0.022635686	Inf	0.022635686	1	1	histamine oxidase activity	0.259535189	ENSG00000002726	AOC1
E	GO:0052599	0.022635686	Inf	0.022635686	1	1	methylputrescine oxidase activity	0.259535189	ENSG00000002726	AOC1
E	GO:0052600	0.022635686	Inf	0.022635686	1	1	"propane-1,3-diamine oxidase activity"	0.259535189	ENSG00000002726	AOC1
E	GO:0070538	0.022635686	Inf	0.022635686	1	1	oleic acid binding	0.259535189	ENSG00000116171	SCP2
E	GO:0071074	0.022635686	Inf	0.022635686	1	1	eukaryotic initiation factor eIF2 binding	0.259535189	ENSG00000158092	NCK1
E	GO:0097382	0.022635686	Inf	0.022635686	1	1	deoxynucleoside-diphosphatase activity	0.259535189	ENSG00000198585	NUDT16
E	GO:0097383	0.022635686	Inf	0.022635686	1	1	dIDP diphosphatase activity	0.259535189	ENSG00000198585	NUDT16
E	GO:0102867	0.022635686	Inf	0.022635686	1	1	molybdenum cofactor sulfurtransferase activity	0.259535189	ENSG00000075643	MOCOS
E	GO:1901640	0.022635686	Inf	0.022635686	1	1	XTP binding	0.259535189	ENSG00000198585	NUDT16
E	GO:1901641	0.022635686	Inf	0.022635686	1	1	ITP binding	0.259535189	ENSG00000198585	NUDT16
E	GO:1990003	0.022635686	Inf	0.022635686	1	1	IDP phosphatase activity	0.259535189	ENSG00000198585	NUDT16
E	GO:0016641	0.02453521	9.660729432	0.248992541	2	11	"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"	0.277513115	"ENSG00000002726,ENSG00000203797"	"AOC1,DDO"
E	GO:0016801	0.029008634	8.69389313	0.271628226	2	12	"hydrolase activity, acting on ether bonds"	0.307089083	"ENSG00000120915,ENSG00000158467"	"EPHX2,AHCYL2"
E	GO:0072349	0.029008634	8.69389313	0.271628226	2	12	modified amino acid transmembrane transporter activity	0.307089083	"ENSG00000021488,ENSG00000138079"	"SLC7A9,SLC3A1"
E	GO:0016758	0.031983163	2.266935484	3.689616737	8	163	"transferase activity, transferring hexosyl groups"	0.307089083	"ENSG00000049860,ENSG00000167165,ENSG00000169193,ENSG00000171234,ENSG00000183778,ENSG00000196620,ENSG00000213759,ENSG00000241635"	"HEXB,UGT1A6,CCDC126,UGT2B7,B3GALT5,UGT2B15,UGT2B11,UGT1A1"
E	GO:0008237	0.037255915	2.550462858	2.46728972	6	109	metallopeptidase activity	0.307089083	"ENSG00000084073,ENSG00000142606,ENSG00000162600,ENSG00000196611,ENSG00000198585,ENSG00000271447"	"ZMPSTE24,MMEL1,OMA1,MMP1,NUDT16,MMP28"
E	GO:0008514	0.037329802	2.342828289	3.123724599	7	138	organic anion transmembrane transporter activity	0.307089083	"ENSG00000021488,ENSG00000023839,ENSG00000117620,ENSG00000138079,ENSG00000164300,ENSG00000169507,ENSG00000170482"	"SLC7A9,ABCC2,SLC35A3,SLC3A1,SERINC5,SLC38A11,SLC23A1"
E	GO:0016776	0.037968293	4.355938697	0.746977622	3	33	"phosphotransferase activity, phosphate group as acceptor"	0.307089083	"ENSG00000140057,ENSG00000147044,ENSG00000168781"	"AK7,CASK,PPIP5K1"
E	GO:0016614	0.038690055	2.525715564	2.489925405	6	110	"oxidoreductase activity, acting on CH-OH group of donors"	0.307089083	"ENSG00000072042,ENSG00000106049,ENSG00000106853,ENSG00000138029,ENSG00000138413,ENSG00000140043"	"RDH11,HIBADH,PTGR1,HADHB,IDH1,PTGR2"
E	GO:0005355	0.038830659	7.243638677	0.316899597	2	14	glucose transmembrane transporter activity	0.307089083	"ENSG00000100170,ENSG00000173214"	"SLC5A1,KIAA1919"
E	GO:0005402	0.038830659	7.243638677	0.316899597	2	14	carbohydrate:cation symporter activity	0.307089083	"ENSG00000100170,ENSG00000170482"	"SLC5A1,SLC23A1"
E	GO:0016408	0.038830659	7.243638677	0.316899597	2	14	C-acyltransferase activity	0.307089083	"ENSG00000116171,ENSG00000138029"	"SCP2,HADHB"
E	GO:0016638	0.038830659	7.243638677	0.316899597	2	14	"oxidoreductase activity, acting on the CH-NH2 group of donors"	0.307089083	"ENSG00000002726,ENSG00000203797"	"AOC1,DDO"
E	GO:0008509	0.039312423	2.060110294	4.549772786	9	201	anion transmembrane transporter activity	0.307089083	"ENSG00000021488,ENSG00000023839,ENSG00000091262,ENSG00000114859,ENSG00000117620,ENSG00000138079,ENSG00000164300,ENSG00000169507,ENSG00000170482"	"SLC7A9,ABCC2,ABCC6,CLCN2,SLC35A3,SLC3A1,SERINC5,SLC38A11,SLC23A1"
E	GO:0005044	0.044082445	4.082974138	0.792248993	3	35	scavenger receptor activity	0.307089083	"ENSG00000129048,ENSG00000164099,ENSG00000184012"	"ACKR4,PRSS12,TMPRSS2"
E	GO:0030331	0.044082445	4.082974138	0.792248993	3	35	estrogen receptor binding	0.307089083	"ENSG00000134533,ENSG00000155846,ENSG00000165671"	"RERG,PPARGC1B,NSD1"
E	GO:0001056	0.044148558	6.685848503	0.339535283	2	15	RNA polymerase III activity	0.307089083	"ENSG00000013503,ENSG00000132664"	"POLR3B,POLR3F"
E	GO:0015149	0.044148558	6.685848503	0.339535283	2	15	hexose transmembrane transporter activity	0.307089083	"ENSG00000100170,ENSG00000173214"	"SLC5A1,KIAA1919"
E	GO:0016289	0.044148558	6.685848503	0.339535283	2	15	CoA hydrolase activity	0.307089083	"ENSG00000140876,ENSG00000198130"	"NUDT7,HIBCH"
E	GO:0016854	0.044148558	6.685848503	0.339535283	2	15	racemase and epimerase activity	0.307089083	"ENSG00000159921,ENSG00000171451"	"GNE,DSEL"
E	GO:0001069	0.044760894	43.33840304	0.045271371	1	2	regulatory region RNA binding	0.307089083	ENSG00000152601	MBNL1
E	GO:0004040	0.044760894	43.33840304	0.045271371	1	2	amidase activity	0.307089083	ENSG00000117480	FAAH
E	GO:0004450	0.044760894	43.33840304	0.045271371	1	2	isocitrate dehydrogenase (NADP+) activity	0.307089083	ENSG00000138413	IDH1
E	GO:0004566	0.044760894	43.33840304	0.045271371	1	2	beta-glucuronidase activity	0.307089083	ENSG00000173083	HPSE
E	GO:0004687	0.044760894	43.33840304	0.045271371	1	2	myosin light chain kinase activity	0.307089083	ENSG00000065534	MYLK
E	GO:0004818	0.044760894	43.33840304	0.045271371	1	2	glutamate-tRNA ligase activity	0.307089083	ENSG00000103356	EARS2
E	GO:0004874	0.044760894	43.33840304	0.045271371	1	2	aryl hydrocarbon receptor activity	0.307089083	ENSG00000106546	AHR
E	GO:0004906	0.044760894	43.33840304	0.045271371	1	2	interferon-gamma receptor activity	0.307089083	ENSG00000027697	IFNGR1
E	GO:0004983	0.044760894	43.33840304	0.045271371	1	2	neuropeptide Y receptor activity	0.307089083	ENSG00000186867	QRFPR
E	GO:0005427	0.044760894	43.33840304	0.045271371	1	2	proton-dependent oligopeptide secondary active transmembrane transporter activity	0.307089083	ENSG00000079112	CDH17
E	GO:0005462	0.044760894	43.33840304	0.045271371	1	2	UDP-N-acetylglucosamine transmembrane transporter activity	0.307089083	ENSG00000117620	SLC35A3
E	GO:0008449	0.044760894	43.33840304	0.045271371	1	2	N-acetylglucosamine-6-sulfatase activity	0.307089083	ENSG00000135677	GNS
E	GO:0008467	0.044760894	43.33840304	0.045271371	1	2	[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity	0.307089083	ENSG00000002587	HS3ST1
E	GO:0008520	0.044760894	43.33840304	0.045271371	1	2	L-ascorbate:sodium symporter activity	0.307089083	ENSG00000170482	SLC23A1
E	GO:0008597	0.044760894	43.33840304	0.045271371	1	2	calcium-dependent protein serine/threonine phosphatase regulator activity	0.307089083	ENSG00000159200	RCAN1
E	GO:0015229	0.044760894	43.33840304	0.045271371	1	2	L-ascorbic acid transmembrane transporter activity	0.307089083	ENSG00000170482	SLC23A1
E	GO:0015322	0.044760894	43.33840304	0.045271371	1	2	secondary active oligopeptide transmembrane transporter activity	0.307089083	ENSG00000079112	CDH17
E	GO:0016160	0.044760894	43.33840304	0.045271371	1	2	amylase activity	0.307089083	ENSG00000257335	MGAM
E	GO:0016603	0.044760894	43.33840304	0.045271371	1	2	glutaminyl-peptide cyclotransferase activity	0.307089083	ENSG00000115828	QPCT
E	GO:0017064	0.044760894	43.33840304	0.045271371	1	2	fatty acid amide hydrolase activity	0.307089083	ENSG00000117480	FAAH
E	GO:0033857	0.044760894	43.33840304	0.045271371	1	2	diphosphoinositol-pentakisphosphate kinase activity	0.307089083	ENSG00000168781	PPIP5K1
E	GO:0035870	0.044760894	43.33840304	0.045271371	1	2	dITP diphosphatase activity	0.307089083	ENSG00000198585	NUDT16
E	GO:0050682	0.044760894	43.33840304	0.045271371	1	2	AF-2 domain binding	0.307089083	ENSG00000155846	PPARGC1B
E	GO:0051990	0.044760894	43.33840304	0.045271371	1	2	(R)-2-hydroxyglutarate dehydrogenase activity	0.307089083	ENSG00000138413	IDH1
E	GO:0070890	0.044760894	43.33840304	0.045271371	1	2	sodium-dependent L-ascorbate transmembrane transporter activity	0.307089083	ENSG00000170482	SLC23A1
E	GO:0099609	0.044760894	43.33840304	0.045271371	1	2	microtubule lateral binding	0.307089083	ENSG00000170759	KIF5B
E	GO:0102077	0.044760894	43.33840304	0.045271371	1	2	oleamide hydrolase activity	0.307089083	ENSG00000117480	FAAH
E	GO:0102092	0.044760894	43.33840304	0.045271371	1	2	5-diphosphoinositol pentakisphosphate 3-kinase activity	0.307089083	ENSG00000168781	PPIP5K1
E	GO:0103073	0.044760894	43.33840304	0.045271371	1	2	anandamide amidohydrolase activity	0.307089083	ENSG00000117480	FAAH
E	GO:0140031	0.044760894	43.33840304	0.045271371	1	2	phosphorylation-dependent protein binding	0.307089083	ENSG00000254087	LYN
E	GO:0003714	0.048135259	2.076553254	4.006516334	8	177	transcription corepressor activity	0.321190739	"ENSG00000134138,ENSG00000139154,ENSG00000165156,ENSG00000165671,ENSG00000166200,ENSG00000168453,ENSG00000174306,ENSG00000273706"	"MEIS2,AEBP2,ZHX1,NSD1,COPS2,HR,ZHX3,LHX1"
E	GO:0003785	0.049718146	6.207742639	0.362170968	2	16	actin monomer binding	0.321190739	"ENSG00000050405,ENSG00000082438"	"LIMA1,COBLL1"
E	GO:0005504	0.049718146	6.207742639	0.362170968	2	16	fatty acid binding	0.321190739	"ENSG00000116171,ENSG00000171903"	"SCP2,CYP4F11"
E	GO:0016298	0.053265264	2.569611628	2.037211695	5	90	lipase activity	0.321190739	"ENSG00000107798,ENSG00000117480,ENSG00000121316,ENSG00000138193,ENSG00000154822"	"LIPA,FAAH,PLBD1,PLCE1,PLCL2"
E	GO:0015179	0.054109581	3.732019704	0.860156049	3	38	L-amino acid transmembrane transporter activity	0.321190739	"ENSG00000021488,ENSG00000138079,ENSG00000164300"	"SLC7A9,SLC3A1,SERINC5"
E	GO:0004435	0.055525399	5.793384224	0.384806654	2	17	phosphatidylinositol phospholipase C activity	0.321190739	"ENSG00000138193,ENSG00000154822"	"PLCE1,PLCL2"
E	GO:0090079	0.055525399	5.793384224	0.384806654	2	17	"translation regulator activity, nucleic acid binding"	0.321190739	"ENSG00000107864,ENSG00000155506"	"CPEB3,LARP1"
E	GO:0070011	0.056085639	1.659978495	8.737374603	14	386	"peptidase activity, acting on L-amino acid peptides"	0.321190739	"ENSG00000084073,ENSG00000089123,ENSG00000115271,ENSG00000135093,ENSG00000142606,ENSG00000156256,ENSG00000162600,ENSG00000164099,ENSG00000164164,ENSG00000184012,ENSG00000196611,ENSG00000197635,ENSG00000198585,ENSG00000271447"	"ZMPSTE24,TASP1,GCA,USP30,MMEL1,USP16,OMA1,PRSS12,OTUD4,TMPRSS2,MMP1,DPP4,NUDT16,MMP28"
E	GO:0016757	0.057194316	1.908269395	4.889308068	9	216	"transferase activity, transferring glycosyl groups"	0.321190739	"ENSG00000049860,ENSG00000115525,ENSG00000167165,ENSG00000169193,ENSG00000171234,ENSG00000183778,ENSG00000196620,ENSG00000213759,ENSG00000241635"	"HEXB,ST3GAL5,UGT1A6,CCDC126,UGT2B7,B3GALT5,UGT2B15,UGT2B11,UGT1A1"
E	GO:0033293	0.061347153	3.529667599	0.90542742	3	40	monocarboxylic acid binding	0.321190739	"ENSG00000116171,ENSG00000171903,ENSG00000241635"	"SCP2,CYP4F11,UGT1A1"
E	GO:0015248	0.061556794	5.430820611	0.407442339	2	18	sterol transporter activity	0.321190739	"ENSG00000116171,ENSG00000118777"	"SCP2,ABCG2"
E	GO:0022804	0.064161381	1.862430633	5.002486496	9	221	active transmembrane transporter activity	0.321190739	"ENSG00000021488,ENSG00000023839,ENSG00000079112,ENSG00000091262,ENSG00000100170,ENSG00000118777,ENSG00000133657,ENSG00000170482,ENSG00000173214"	"SLC7A9,ABCC2,CDH17,ABCC6,SLC5A1,ABCG2,ATP13A3,SLC23A1,KIAA1919"
E	GO:0000298	0.066387094	21.66730038	0.067907057	1	3	endopolyphosphatase activity	0.321190739	ENSG00000196368	NUDT11
E	GO:0003986	0.066387094	21.66730038	0.067907057	1	3	acetyl-CoA hydrolase activity	0.321190739	ENSG00000140876	NUDT7
E	GO:0004013	0.066387094	21.66730038	0.067907057	1	3	adenosylhomocysteinase activity	0.321190739	ENSG00000158467	AHCYL2
E	GO:0004095	0.066387094	21.66730038	0.067907057	1	3	carnitine O-palmitoyltransferase activity	0.321190739	ENSG00000157184	CPT2
