GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
GO:0015218	0.00165534544681042	Inf	0.0814541713109835	2	2	pyrimidine nucleotide transmembrane transporter activity	0.15906364884351	ENSG00000114120,ENSG00000171612	SLC25A36,SLC25A33
GO:0016433	0.00207820947407912	17.771186440678	0.285089599588442	3	7	rRNA (adenine) methyltransferase activity	0.183055617841803	ENSG00000086189,ENSG00000127804,ENSG00000162851	DIMT1,METTL16,TFB2M
GO:0016741	0.00229867234819424	2.32239976181024	7.8603275315099	17	193	transferase activity, transferring one-carbon groups	0.18577425886246	ENSG00000086189,ENSG00000123427,ENSG00000123600,ENSG00000127720,ENSG00000127804,ENSG00000134077,ENSG00000137574,ENSG00000137760,ENSG00000145388,ENSG00000156017,ENSG00000162851,ENSG00000164091,ENSG00000171766,ENSG00000174173,ENSG00000178691,ENSG00000185238,ENSG00000185432	DIMT1,METTL21B,METTL8,METTL25,METTL16,THUMPD3,TGS1,ALKBH8,METTL14,C9orf41,TFB2M,WDR82,GATM,TRMT10C,SUZ12,PRMT3,METTL7A
GO:0005381	0.00322500792431373	14.2156779661017	0.325816685243934	3	8	iron ion transmembrane transporter activity	0.18577425886246	ENSG00000072274,ENSG00000110911,ENSG00000138449	TFRC,SLC11A2,SLC40A1
GO:0015932	0.00350912398628396	4.60430566063691	1.50690216925319	6	37	nucleobase-containing compound transmembrane transporter activity	0.18577425886246	ENSG00000100372,ENSG00000114120,ENSG00000116704,ENSG00000125648,ENSG00000137860,ENSG00000171612	SLC25A17,SLC25A36,SLC35D1,SLC25A23,SLC28A2,SLC25A33
GO:0015078	0.00352836050274591	2.98602150537634	3.66543770899426	10	90	proton transmembrane transporter activity	0.18577425886246	ENSG00000006695,ENSG00000014919,ENSG00000110446,ENSG00000110911,ENSG00000123643,ENSG00000125375,ENSG00000166260,ENSG00000166347,ENSG00000180251,ENSG00000198689	COX10,COX15,SLC15A3,SLC11A2,SLC36A1,ATP5S,COX11,CYB5A,SLC9A4,SLC9A6
GO:0008168	0.00366207497995461	2.27280813706153	7.53451084626597	16	185	methyltransferase activity	0.18577425886246	ENSG00000086189,ENSG00000123427,ENSG00000123600,ENSG00000127720,ENSG00000127804,ENSG00000134077,ENSG00000137574,ENSG00000137760,ENSG00000145388,ENSG00000156017,ENSG00000162851,ENSG00000164091,ENSG00000174173,ENSG00000178691,ENSG00000185238,ENSG00000185432	DIMT1,METTL21B,METTL8,METTL25,METTL16,THUMPD3,TGS1,ALKBH8,METTL14,C9orf41,TFB2M,WDR82,TRMT10C,SUZ12,PRMT3,METTL7A
GO:0008324	0.00367902494937338	1.89289446185998	14.0101174654892	25	344	cation transmembrane transporter activity	0.18577425886246	ENSG00000006695,ENSG00000014919,ENSG00000064651,ENSG00000072274,ENSG00000092068,ENSG00000100372,ENSG00000110446,ENSG00000110911,ENSG00000118762,ENSG00000123643,ENSG00000124406,ENSG00000125375,ENSG00000137860,ENSG00000138449,ENSG00000144659,ENSG00000146828,ENSG00000148842,ENSG00000157388,ENSG00000166006,ENSG00000166260,ENSG00000166266,ENSG00000166347,ENSG00000172548,ENSG00000180251,ENSG00000198689	COX10,COX15,SLC12A2,TFRC,SLC7A8,SLC25A17,SLC15A3,SLC11A2,PKD2,SLC36A1,ATP8A1,ATP5S,SLC28A2,SLC40A1,SLC25A38,SLC12A9,CNNM2,CACNA1D,KCNC2,COX11,CUL5,CYB5A,NIPAL4,SLC9A4,SLC9A6
GO:0015179	0.00402673059922895	4.46002132196162	1.54762925490869	6	38	L-amino acid transmembrane transporter activity	0.18577425886246	ENSG00000004864,ENSG00000092068,ENSG00000115840,ENSG00000123643,ENSG00000144659,ENSG00000149150	SLC25A13,SLC7A8,SLC25A12,SLC36A1,SLC25A38,SLC43A1
GO:0015215	0.00423539589698521	7.30034296913278	0.692360456143359	4	17	nucleotide transmembrane transporter activity	0.18577425886246	ENSG00000100372,ENSG00000114120,ENSG00000125648,ENSG00000171612	SLC25A17,SLC25A36,SLC25A23,SLC25A33
GO:0004741	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	[pyruvate dehydrogenase (lipoamide)] phosphatase activity	0.18577425886246	ENSG00000090857,ENSG00000172840	PDPR,PDP2
GO:0008192	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	RNA guanylyltransferase activity	0.18577425886246	ENSG00000101557,ENSG00000113272	USP14,THG1L
GO:0015093	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	ferrous iron transmembrane transporter activity	0.18577425886246	ENSG00000110911,ENSG00000138449	SLC11A2,SLC40A1
GO:0015183	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	L-aspartate transmembrane transporter activity	0.18577425886246	ENSG00000004864,ENSG00000115840	SLC25A13,SLC25A12
GO:0016422	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	0.18577425886246	ENSG00000127804,ENSG00000145388	METTL16,METTL14
GO:0016508	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	long-chain-enoyl-CoA hydratase activity	0.18577425886246	ENSG00000113790,ENSG00000133835	EHHADH,HSD17B4
GO:0050567	0.00483174624586967	47.3023255813954	0.122181256966475	2	3	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	0.18577425886246	ENSG00000059691,ENSG00000130348	GATB,QRSL1
GO:0004129	0.00527268473592602	6.77828328783743	0.733087541798851	4	18	cytochrome-c oxidase activity	0.18577425886246	ENSG00000006695,ENSG00000014919,ENSG00000166260,ENSG00000166347	COX10,COX15,COX11,CYB5A
GO:0015002	0.00527268473592602	6.77828328783743	0.733087541798851	4	18	heme-copper terminal oxidase activity	0.18577425886246	ENSG00000006695,ENSG00000014919,ENSG00000166260,ENSG00000166347	COX10,COX15,COX11,CYB5A
GO:0016676	0.00527268473592602	6.77828328783743	0.733087541798851	4	18	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	0.18577425886246	ENSG00000006695,ENSG00000014919,ENSG00000166260,ENSG00000166347	COX10,COX15,COX11,CYB5A
GO:0016779	0.00595245785134153	2.47382140463246	5.21306696390294	12	128	nucleotidyltransferase activity	0.198355668969522	ENSG00000009413,ENSG00000047315,ENSG00000072756,ENSG00000101557,ENSG00000105849,ENSG00000113272,ENSG00000121274,ENSG00000125630,ENSG00000138035,ENSG00000148606,ENSG00000161980,ENSG00000171723	REV3L,POLR2B,TRNT1,USP14,TWISTNB,THG1L,PAPD5,POLR1B,PNPT1,POLR3A,POLR3K,GPHN
GO:0000049	0.00600509120815961	3.54550827423168	2.19926262539655	7	54	tRNA binding	0.198355668969522	ENSG00000072756,ENSG00000113048,ENSG00000113272,ENSG00000137760,ENSG00000164022,ENSG00000174173,ENSG00000184575	TRNT1,MRPS27,THG1L,ALKBH8,AIMP1,TRMT10C,XPOT
GO:0016675	0.00646708564477869	6.32583156404812	0.773814627454343	4	19	oxidoreductase activity, acting on a heme group of donors	0.202138038753342	ENSG00000006695,ENSG00000014919,ENSG00000166260,ENSG00000166347	COX10,COX15,COX11,CYB5A
GO:0008174	0.00650207504031562	10.1522397094431	0.407270856554917	3	10	mRNA methyltransferase activity	0.202138038753342	ENSG00000127804,ENSG00000145388,ENSG00000174173	METTL16,METTL14,TRMT10C
GO:0008536	0.00672728114398392	4.75021276595745	1.22181256966475	5	30	Ran GTPase binding	0.203163890548314	ENSG00000086200,ENSG00000132953,ENSG00000169629,ENSG00000184575,ENSG00000205339	IPO11,XPO4,RGPD8,XPOT,IPO7
GO:0034062	0.00749572262334059	3.8555869302138	1.75126468318614	6	43	5'-3' RNA polymerase activity	0.210990636885712	ENSG00000047315,ENSG00000072756,ENSG00000105849,ENSG00000125630,ENSG00000148606,ENSG00000161980	POLR2B,TRNT1,TWISTNB,POLR1B,POLR3A,POLR3K
GO:0097747	0.00749572262334059	3.8555869302138	1.75126468318614	6	43	RNA polymerase activity	0.210990636885712	ENSG00000047315,ENSG00000072756,ENSG00000105849,ENSG00000125630,ENSG00000148606,ENSG00000161980	POLR2B,TRNT1,TWISTNB,POLR1B,POLR3A,POLR3K
GO:0022890	0.00758528306684679	1.85124808965869	12.5439423818915	22	308	inorganic cation transmembrane transporter activity	0.210990636885712	ENSG00000006695,ENSG00000014919,ENSG00000064651,ENSG00000072274,ENSG00000110446,ENSG00000110911,ENSG00000118762,ENSG00000123643,ENSG00000124406,ENSG00000125375,ENSG00000137860,ENSG00000138449,ENSG00000146828,ENSG00000148842,ENSG00000157388,ENSG00000166006,ENSG00000166260,ENSG00000166266,ENSG00000166347,ENSG00000172548,ENSG00000180251,ENSG00000198689	COX10,COX15,SLC12A2,TFRC,SLC15A3,SLC11A2,PKD2,SLC36A1,ATP8A1,ATP5S,SLC28A2,SLC40A1,SLC12A9,CNNM2,CACNA1D,KCNC2,COX11,CUL5,CYB5A,NIPAL4,SLC9A4,SLC9A6
GO:0000179	0.00940306645244031	23.6490486257928	0.162908342621967	2	4	rRNA (adenine-N6,N6-)-dimethyltransferase activity	0.224211091342996	ENSG00000086189,ENSG00000162851	DIMT1,TFB2M
GO:0015187	0.00940306645244031	23.6490486257928	0.162908342621967	2	4	glycine transmembrane transporter activity	0.224211091342996	ENSG00000123643,ENSG00000144659	SLC36A1,SLC25A38
GO:0016212	0.00940306645244031	23.6490486257928	0.162908342621967	2	4	kynurenine-oxoglutarate transaminase activity	0.224211091342996	ENSG00000125166,ENSG00000137944	GOT2,CCBL2
GO:0036137	0.00940306645244031	23.6490486257928	0.162908342621967	2	4	kynurenine aminotransferase activity	0.224211091342996	ENSG00000125166,ENSG00000137944	GOT2,CCBL2
GO:0015318	0.00952570952428197	1.6670510356609	18.2864614593158	29	449	inorganic molecular entity transmembrane transporter activity	0.224211091342996	ENSG00000004864,ENSG00000006695,ENSG00000014919,ENSG00000064651,ENSG00000072274,ENSG00000092068,ENSG00000110446,ENSG00000110911,ENSG00000115840,ENSG00000118762,ENSG00000123643,ENSG00000124406,ENSG00000125375,ENSG00000137860,ENSG00000138449,ENSG00000144659,ENSG00000146828,ENSG00000148842,ENSG00000149150,ENSG00000157388,ENSG00000165269,ENSG00000166006,ENSG00000166260,ENSG00000166266,ENSG00000166347,ENSG00000172548,ENSG00000180251,ENSG00000197147,ENSG00000198689	SLC25A13,COX10,COX15,SLC12A2,TFRC,SLC7A8,SLC15A3,SLC11A2,SLC25A12,PKD2,SLC36A1,ATP8A1,ATP5S,SLC28A2,SLC40A1,SLC25A38,SLC12A9,CNNM2,SLC43A1,CACNA1D,AQP7,KCNC2,COX11,CUL5,CYB5A,NIPAL4,SLC9A4,LRRC8B,SLC9A6
GO:0008757	0.0112156277189184	2.25730854917433	5.66106490611335	12	139	S-adenosylmethionine-dependent methyltransferase activity	0.224211091342996	ENSG00000086189,ENSG00000123427,ENSG00000123600,ENSG00000127804,ENSG00000134077,ENSG00000145388,ENSG00000156017,ENSG00000162851,ENSG00000164091,ENSG00000174173,ENSG00000178691,ENSG00000185238	DIMT1,METTL21B,METTL8,METTL16,THUMPD3,METTL14,C9orf41,TFB2M,WDR82,TRMT10C,SUZ12,PRMT3
GO:0042887	0.0115003702697404	4.09354365370506	1.38472091228672	5	34	amide transmembrane transporter activity	0.224211091342996	ENSG00000110446,ENSG00000134375,ENSG00000154174,ENSG00000165269,ENSG00000204267	SLC15A3,TIMM17A,TOMM70A,AQP7,TAP2
GO:0015171	0.011521962655201	3.47818399292735	1.91417302580811	6	47	amino acid transmembrane transporter activity	0.224211091342996	ENSG00000004864,ENSG00000092068,ENSG00000115840,ENSG00000123643,ENSG00000144659,ENSG00000149150	SLC25A13,SLC7A8,SLC25A12,SLC36A1,SLC25A38,SLC43A1
GO:0015077	0.012441605529186	2.01697606253053	7.8603275315099	15	193	monovalent inorganic cation transmembrane transporter activity	0.224211091342996	ENSG00000006695,ENSG00000014919,ENSG00000064651,ENSG00000110446,ENSG00000110911,ENSG00000118762,ENSG00000123643,ENSG00000125375,ENSG00000137860,ENSG00000146828,ENSG00000166006,ENSG00000166260,ENSG00000166347,ENSG00000180251,ENSG00000198689	COX10,COX15,SLC12A2,SLC15A3,SLC11A2,PKD2,SLC36A1,ATP5S,SLC28A2,SLC12A9,KCNC2,COX11,CYB5A,SLC9A4,SLC9A6
GO:0004540	0.0124522501955959	2.58402709550649	3.74689188030524	9	92	ribonuclease activity	0.224211091342996	ENSG00000026297,ENSG00000120158,ENSG00000132541,ENSG00000138035,ENSG00000147592,ENSG00000163684,ENSG00000169413,ENSG00000174840,ENSG00000198791,ENSG00000281007	RNASET2,RCL1,HRSP12,PNPT1,LACTB2,RPP14,RNASE6,PDE12,CNOT7,
