Cluster	GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
B	GO:0003777	0.002224589	4.203484985	1.813941524	7	86	microtubule motor activity	0.135274869	"ENSG00000084731,ENSG00000100246,ENSG00000104892,ENSG00000105877,ENSG00000126214,ENSG00000140859,ENSG00000152763"	"KIF3C,DNAL4,KLC3,DNAH11,KLC1,KIFC3,WDR78"
B	GO:0019838	0.002376718	4.150575314	1.835033868	7	87	growth factor binding	0.135274869	"ENSG00000100311,ENSG00000108821,ENSG00000119681,ENSG00000142871,ENSG00000160691,ENSG00000173805,ENSG00000197461"	"PDGFB,COL1A1,LTBP2,CYR61,SHC1,HAP1,PDGFA"
B	GO:0044877	0.004598373	1.864696874	14.30060876	25	678	protein-containing complex binding	0.238887098	"ENSG00000002822,ENSG00000026025,ENSG00000044574,ENSG00000070182,ENSG00000070404,ENSG00000081277,ENSG00000090339,ENSG00000100311,ENSG00000109911,ENSG00000113140,ENSG00000119403,ENSG00000124006,ENSG00000129474,ENSG00000137076,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000160691,ENSG00000169047,ENSG00000182872,ENSG00000187961,ENSG00000196924,ENSG00000197461,ENSG00000205531,ENSG00000241106"	"MAD1L1,VIM,HSPA5,SPTB,FSTL3,PKP1,ICAM1,PDGFB,ELP4,SPARC,PHF19,OBSL1,AJUBA,TLN1,CYR61,ADAM15,GNA12,SHC1,IRS1,RBM10,KLHL17,FLNA,PDGFA,NAP1L4,HLA-DOB"
B	GO:0003774	0.004896661	3.605375659	2.088141987	7	99	motor activity	0.238887098	"ENSG00000084731,ENSG00000100246,ENSG00000104892,ENSG00000105877,ENSG00000126214,ENSG00000140859,ENSG00000152763"	"KIF3C,DNAL4,KLC3,DNAH11,KLC1,KIFC3,WDR78"
B	GO:0035005	0.006284468	23.38729508	0.12655406	2	6	1-phosphatidylinositol-4-phosphate 3-kinase activity	0.240681719	"ENSG00000105851,ENSG00000171608"	"PIK3CG,PIK3CD"
B	GO:0070492	0.006284468	23.38729508	0.12655406	2	6	oligosaccharide binding	0.240681719	"ENSG00000100097,ENSG00000134013"	"LGALS1,LOXL2"
B	GO:0030295	0.006380517	4.623708405	1.181171225	5	56	protein kinase activator activity	0.240681719	"ENSG00000085741,ENSG00000102760,ENSG00000160014,ENSG00000169129,ENSG00000173207"	"WNT11,RGCC,CALM3,AFAP1L2,CKS1B"
B	GO:1990939	0.006697731	5.880681818	0.759324359	4	36	ATP-dependent microtubule motor activity	0.240681719	"ENSG00000100246,ENSG00000105877,ENSG00000140859,ENSG00000152763"	"DNAL4,DNAH11,KIFC3,WDR78"
B	GO:0008083	0.006781323	3.832094595	1.687387465	6	80	growth factor activity	0.240681719	"ENSG00000100311,ENSG00000153162,ENSG00000161958,ENSG00000173511,ENSG00000176697,ENSG00000197461"	"PDGFB,BMP6,FGF11,VEGFB,BDNF,PDGFA"
B	GO:0005125	0.007632828	3.730592105	1.729572151	6	82	cytokine activity	0.240681719	"ENSG00000078401,ENSG00000110944,ENSG00000115009,ENSG00000153162,ENSG00000169429,ENSG00000227507"	"EDN1,IL23A,CCL20,BMP6,CXCL8,LTB"
B	GO:0019209	0.009765164	4.134818374	1.307725285	5	62	kinase activator activity	0.240681719	"ENSG00000085741,ENSG00000102760,ENSG00000160014,ENSG00000169129,ENSG00000173207"	"WNT11,RGCC,CALM3,AFAP1L2,CKS1B"
B	GO:0005102	0.011379774	1.638795466	19.44714053	30	922	signaling receptor binding	0.240681719	"ENSG00000051128,ENSG00000078401,ENSG00000085741,ENSG00000090339,ENSG00000100311,ENSG00000103855,ENSG00000104368,ENSG00000105851,ENSG00000110944,ENSG00000115009,ENSG00000137076,ENSG00000142871,ENSG00000143537,ENSG00000146535,ENSG00000153162,ENSG00000160691,ENSG00000161958,ENSG00000167895,ENSG00000169047,ENSG00000169429,ENSG00000172889,ENSG00000173511,ENSG00000173805,ENSG00000176697,ENSG00000178752,ENSG00000188229,ENSG00000196230,ENSG00000196924,ENSG00000197461,ENSG00000227507"	"HOMER3,EDN1,WNT11,ICAM1,PDGFB,CD276,PLAT,PIK3CG,IL23A,CCL20,TLN1,CYR61,ADAM15,GNA12,BMP6,SHC1,FGF11,TMC8,IRS1,CXCL8,EGFL7,VEGFB,HAP1,BDNF,FAM132B,TUBB4B,TUBB,FLNA,PDGFA,LTB"
B	GO:0005068	0.011408492	15.58879781	0.168738746	2	8	transmembrane receptor protein tyrosine kinase adaptor activity	0.240681719	"ENSG00000160691,ENSG00000169047"	"SHC1,IRS1"
B	GO:0005167	0.011408492	15.58879781	0.168738746	2	8	neurotrophin TRK receptor binding	0.240681719	"ENSG00000160691,ENSG00000176697"	"SHC1,BDNF"
B	GO:0008140	0.011408492	15.58879781	0.168738746	2	8	cAMP response element binding protein binding	0.240681719	"ENSG00000142178,ENSG00000160741"	"SIK1,CRTC2"
B	GO:0072542	0.011408492	15.58879781	0.168738746	2	8	protein phosphatase activator activity	0.240681719	"ENSG00000149541,ENSG00000160014"	"B3GAT3,CALM3"
B	GO:0005126	0.011713847	2.767588787	3.05838978	8	145	cytokine receptor binding	0.240681719	"ENSG00000110944,ENSG00000115009,ENSG00000153162,ENSG00000160691,ENSG00000169429,ENSG00000173511,ENSG00000176697,ENSG00000227507"	"IL23A,CCL20,BMP6,SHC1,CXCL8,VEGFB,BDNF,LTB"
B	GO:0005165	0.014465557	13.36065574	0.18983109	2	9	neurotrophin receptor binding	0.240681719	"ENSG00000160691,ENSG00000176697"	"SHC1,BDNF"
B	GO:0008349	0.014465557	13.36065574	0.18983109	2	9	MAP kinase kinase kinase kinase activity	0.240681719	"ENSG00000115694,ENSG00000168067"	"STK25,MAP4K2"
B	GO:0051959	0.015135645	6.394500561	0.527308583	3	25	dynein light intermediate chain binding	0.240681719	"ENSG00000100246,ENSG00000105877,ENSG00000168071"	"DNAL4,DNAH11,CCDC88B"
B	GO:0016303	0.016848504	6.115942029	0.548400926	3	26	1-phosphatidylinositol-3-kinase activity	0.240681719	"ENSG00000105851,ENSG00000169047,ENSG00000171608"	"PIK3CG,IRS1,PIK3CD"
B	GO:0016831	0.020586574	5.625679012	0.590585613	3	28	carboxy-lyase activity	0.240681719	"ENSG00000138621,ENSG00000151376,ENSG00000166224"	"PPCDC,ME3,SGPL1"
B	GO:0003947	0.021092343	Inf	0.021092343	1	1	(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity	0.240681719	ENSG00000135454	B4GALNT1
B	GO:0003953	0.021092343	Inf	0.021092343	1	1	NAD+ nucleosidase activity	0.240681719	ENSG00000004468	CD38
B	GO:0004633	0.021092343	Inf	0.021092343	1	1	phosphopantothenoylcysteine decarboxylase activity	0.240681719	ENSG00000138621	PPCDC
B	GO:0004995	0.021092343	Inf	0.021092343	1	1	tachykinin receptor activity	0.240681719	ENSG00000075073	TACR2
B	GO:0008117	0.021092343	Inf	0.021092343	1	1	sphinganine-1-phosphate aldolase activity	0.240681719	ENSG00000166224	SGPL1
B	GO:0008903	0.021092343	Inf	0.021092343	1	1	hydroxypyruvate isomerase activity	0.240681719	ENSG00000178922	HYI
B	GO:0009020	0.021092343	Inf	0.021092343	1	1	tRNA (guanosine-2'-O-)-methyltransferase activity	0.240681719	ENSG00000068438	FTSJ1
B	GO:0015018	0.021092343	Inf	0.021092343	1	1	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	0.240681719	ENSG00000149541	B3GAT3
B	GO:0016497	0.021092343	Inf	0.021092343	1	1	substance K receptor activity	0.240681719	ENSG00000075073	TACR2
B	GO:0017082	0.021092343	Inf	0.021092343	1	1	mineralocorticoid receptor activity	0.240681719	ENSG00000164850	GPER1
B	GO:0030021	0.021092343	Inf	0.021092343	1	1	extracellular matrix structural constituent conferring compression resistance	0.240681719	ENSG00000143367	TUFT1
B	GO:0030184	0.021092343	Inf	0.021092343	1	1	nitric oxide transmembrane transporter activity	0.240681719	ENSG00000240583	AQP1
B	GO:0030345	0.021092343	Inf	0.021092343	1	1	structural constituent of tooth enamel	0.240681719	ENSG00000143367	TUFT1
B	GO:0030395	0.021092343	Inf	0.021092343	1	1	lactose binding	0.240681719	ENSG00000100097	LGALS1
B	GO:0031705	0.021092343	Inf	0.021092343	1	1	bombesin receptor binding	0.240681719	ENSG00000078401	EDN1
B	GO:0031707	0.021092343	Inf	0.021092343	1	1	endothelin A receptor binding	0.240681719	ENSG00000078401	EDN1
B	GO:0031708	0.021092343	Inf	0.021092343	1	1	endothelin B receptor binding	0.240681719	ENSG00000078401	EDN1
B	GO:0034987	0.021092343	Inf	0.021092343	1	1	immunoglobulin receptor binding	0.240681719	ENSG00000196924	FLNA
B	GO:0034988	0.021092343	Inf	0.021092343	1	1	Fc-gamma receptor I complex binding	0.240681719	ENSG00000196924	FLNA
B	GO:0035379	0.021092343	Inf	0.021092343	1	1	carbon dioxide transmembrane transporter activity	0.240681719	ENSG00000240583	AQP1
B	GO:0045127	0.021092343	Inf	0.021092343	1	1	N-acetylglucosamine kinase activity	0.240681719	ENSG00000124357	NAGK
B	GO:0045519	0.021092343	Inf	0.021092343	1	1	interleukin-23 receptor binding	0.240681719	ENSG00000110944	IL23A
B	GO:0050135	0.021092343	Inf	0.021092343	1	1	NAD(P)+ nucleosidase activity	0.240681719	ENSG00000004468	CD38
B	GO:0052666	0.021092343	Inf	0.021092343	1	1	tRNA (cytosine-2'-O-)-methyltransferase activity	0.240681719	ENSG00000068438	FTSJ1
B	GO:0061809	0.021092343	Inf	0.021092343	1	1	"NAD+ nucleotidase, cyclic ADP-ribose generating"	0.240681719	ENSG00000004468	CD38
B	GO:0106050	0.021092343	Inf	0.021092343	1	1	tRNA 2'-O-methyltransferase activity	0.240681719	ENSG00000068438	FTSJ1
B	GO:0005161	0.021495732	10.38979964	0.232015776	2	11	platelet-derived growth factor receptor binding	0.240681719	"ENSG00000100311,ENSG00000197461"	"PDGFB,PDGFA"
B	GO:0019211	0.021495732	10.38979964	0.232015776	2	11	phosphatase activator activity	0.240681719	"ENSG00000149541,ENSG00000160014"	"B3GAT3,CALM3"
B	GO:0019215	0.021495732	10.38979964	0.232015776	2	11	intermediate filament binding	0.240681719	"ENSG00000026025,ENSG00000081277"	"VIM,PKP1"
B	GO:0001664	0.024207314	2.583126308	2.847466347	7	135	G-protein coupled receptor binding	0.266670896	"ENSG00000051128,ENSG00000078401,ENSG00000085741,ENSG00000115009,ENSG00000146535,ENSG00000169429,ENSG00000196924"	"HOMER3,EDN1,WNT11,CCL20,GNA12,CXCL8,FLNA"
B	GO:0005159	0.025440639	9.35	0.25310812	2	12	insulin-like growth factor receptor binding	0.26852182	"ENSG00000160691,ENSG00000169047"	"SHC1,IRS1"
B	GO:0042288	0.025440639	9.35	0.25310812	2	12	MHC class I protein binding	0.26852182	"ENSG00000188229,ENSG00000196230"	"TUBB4B,TUBB"
B	GO:0008201	0.025554785	3.180161489	1.666295121	5	79	heparin binding	0.26852182	"ENSG00000101670,ENSG00000119681,ENSG00000142871,ENSG00000166833,ENSG00000173511"	"LIPG,LTBP2,CYR61,NAV2,VEGFB"
B	GO:0008569	0.029654048	8.499254844	0.274200463	2	13	"ATP-dependent microtubule motor activity, minus-end-directed"	0.30009992	"ENSG00000105877,ENSG00000140859"	"DNAH11,KIFC3"
B	GO:0052742	0.031759726	4.68600823	0.696047329	3	33	phosphatidylinositol kinase activity	0.30009992	"ENSG00000105851,ENSG00000169047,ENSG00000171608"	"PIK3CG,IRS1,PIK3CD"
B	GO:0008376	0.034305932	4.534448427	0.717139672	3	34	acetylgalactosaminyltransferase activity	0.30009992	"ENSG00000123989,ENSG00000135454,ENSG00000139629"	"CHPF,B4GALNT1,GALNT6"
B	GO:0098772	0.03486668	1.445787819	24.76241104	34	1174	molecular function regulator	0.30009992	"ENSG00000002330,ENSG00000038382,ENSG00000070182,ENSG00000078401,ENSG00000085741,ENSG00000100311,ENSG00000101443,ENSG00000102760,ENSG00000109911,ENSG00000110944,ENSG00000115009,ENSG00000124116,ENSG00000129355,ENSG00000149541,ENSG00000153162,ENSG00000160014,ENSG00000160360,ENSG00000160691,ENSG00000160813,ENSG00000161958,ENSG00000162777,ENSG00000169047,ENSG00000169129,ENSG00000169429,ENSG00000172650,ENSG00000173207,ENSG00000173511,ENSG00000176697,ENSG00000178752,ENSG00000180304,ENSG00000196924,ENSG00000197461,ENSG00000213445,ENSG00000227507"	"BAD,TRIO,SPTB,EDN1,WNT11,PDGFB,WFDC2,RGCC,ELP4,IL23A,CCL20,WFDC3,CDKN2D,B3GAT3,BMP6,CALM3,GPSM1,SHC1,PPP1R35,FGF11,DENND2D,IRS1,AFAP1L2,CXCL8,AGAP5,CKS1B,VEGFB,BDNF,FAM132B,OAZ2,FLNA,PDGFA,SIPA1,LTB"
