ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	ensembl_gene_id	gene_symbol
R-HSA-113418	Formation of the Early Elongation Complex	5/309	33/7349	0.0114636997652147	0.61521855406652	0.611397320811449	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	5/309	33/7349	0.0114636997652147	0.61521855406652	0.611397320811449	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-167242	Abortive elongation of HIV-1 transcript in the absence of Tat	4/309	23/7349	0.0144130689639318	0.685393703517222	0.681136599768668	5431/51497/22916/2963	4	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000188342	POLR2B,NELFCD,NCBP2,GTF2F2
R-HSA-72312	rRNA processing	15/309	194/7349	0.0164211006934299	0.685393703517222	0.681136599768668	51096/27292/84128/10171/10199/83732/25926/57050/51388/84946/11102/23160/9188/54931/11056	15	ENSG00000011260,ENSG00000086189,ENSG00000115368,ENSG00000120158,ENSG00000124383,ENSG00000124784,ENSG00000130935,ENSG00000132467,ENSG00000132603,ENSG00000135521,ENSG00000163684,ENSG00000163811,ENSG00000165732,ENSG00000174173,ENSG00000278053,ENSG00000281007	UTP18,DIMT1,WDR75,RCL1,MPHOSPH10,RIOK1,NOL11,UTP3,NIP7,LTV1,RPP14,WDR43,DDX21,TRMT10C,DDX52,
R-HSA-8868773	rRNA processing in the nucleus and cytosol	14/309	184/7349	0.0227146187814297	0.685393703517222	0.681136599768668	51096/27292/84128/10171/10199/83732/25926/57050/51388/84946/11102/23160/9188/11056	14	ENSG00000011260,ENSG00000086189,ENSG00000115368,ENSG00000120158,ENSG00000124383,ENSG00000124784,ENSG00000130935,ENSG00000132467,ENSG00000132603,ENSG00000135521,ENSG00000163684,ENSG00000163811,ENSG00000165732,ENSG00000278053,ENSG00000281007	UTP18,DIMT1,WDR75,RCL1,MPHOSPH10,RIOK1,NOL11,UTP3,NIP7,LTV1,RPP14,WDR43,DDX21,DDX52,
R-HSA-189445	Metabolism of porphyrins	3/309	15/7349	0.0229972199961531	0.685393703517222	0.681136599768668	1352/1355/3162	3	ENSG00000006695,ENSG00000014919,ENSG00000100292	COX10,COX15,HMOX1
R-HSA-5683826	Surfactant metabolism	3/309	15/7349	0.0229972199961531	0.685393703517222	0.681136599768668	1512/150/1755	3	ENSG00000103811,ENSG00000150594,ENSG00000187908	CTSH,ADRA2A,DMBT1
R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	7/309	68/7349	0.0234294816031291	0.685393703517222	0.681136599768668	6558/23428/51296/206358/8501/389015/10479	7	ENSG00000064651,ENSG00000092068,ENSG00000110446,ENSG00000123643,ENSG00000149150,ENSG00000180251,ENSG00000198689	SLC12A2,SLC7A8,SLC15A3,SLC36A1,SLC43A1,SLC9A4,SLC9A6
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	6/309	54/7349	0.0249305548157462	0.685393703517222	0.681136599768668	56652/7019/6648/96764/23082/64216	6	ENSG00000107815,ENSG00000108064,ENSG00000112096,ENSG00000137574,ENSG00000148840,ENSG00000162851	C10orf2,TFAM,SOD2,TGS1,PPRC1,TFB2M
R-HSA-425407	SLC-mediated transmembrane transport	12/309	153/7349	0.0272888922389154	0.685393703517222	0.681136599768668	6558/23428/51296/4891/23169/206358/66035/9153/30061/8501/389015/10479	12	ENSG00000064651,ENSG00000092068,ENSG00000110446,ENSG00000110911,ENSG00000116704,ENSG00000123643,ENSG00000133460,ENSG00000137860,ENSG00000138449,ENSG00000149150,ENSG00000180251,ENSG00000198689	SLC12A2,SLC7A8,SLC15A3,SLC11A2,SLC35D1,SLC36A1,SLC2A11,SLC28A2,SLC40A1,SLC43A1,SLC9A4,SLC9A6
R-HSA-5389840	Mitochondrial translation elongation	8/309	86/7349	0.027584433503425	0.685393703517222	0.681136599768668	60488/23107/9801/51318/54534/85476/7284/28977	8	ENSG00000061794,ENSG00000113048,ENSG00000115364,ENSG00000132313,ENSG00000136897,ENSG00000168827,ENSG00000178952,ENSG00000198015	MRPS35,MRPS27,MRPL19,MRPL35,MRPL50,GFM1,TUFM,MRPL42
R-HSA-70263	Gluconeogenesis	4/309	28/7349	0.0282929425890285	0.685393703517222	0.681136599768668	10165/8604/2806/2203	4	ENSG00000004864,ENSG00000115840,ENSG00000125166,ENSG00000165140	SLC25A13,SLC25A12,GOT2,FBP1
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	12/309	154/7349	0.0285240382586995	0.685393703517222	0.681136599768668	4199/55066/1738/8050/29078/27109/4705/6341/7385/1353/55863/57546	12	ENSG00000065833,ENSG00000090857,ENSG00000091140,ENSG00000110435,ENSG00000123545,ENSG00000125375,ENSG00000130414,ENSG00000133028,ENSG00000140740,ENSG00000166260,ENSG00000171204,ENSG00000172840	ME1,PDPR,DLD,PDHX,NDUFAF4,ATP5S,NDUFA10,SCO1,UQCRC2,COX11,TMEM126B,PDP2
R-HSA-167169	HIV Transcription Elongation	5/309	42/7349	0.0302783609640323	0.685393703517222	0.681136599768668	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	5/309	42/7349	0.0302783609640323	0.685393703517222	0.681136599768668	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	5/309	42/7349	0.0302783609640323	0.685393703517222	0.681136599768668	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-6782315	tRNA modification in the nucleus and cytosol	5/309	42/7349	0.0302783609640323	0.685393703517222	0.681136599768668	51605/54974/91801/79691/55253	5	ENSG00000089195,ENSG00000113272,ENSG00000137760,ENSG00000151576,ENSG00000198874	TRMT6,THG1L,ALKBH8,QTRTD1,TYW1
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	13/309	174/7349	0.0313553016298091	0.685393703517222	0.681136599768668	51096/84128/10171/10199/83732/25926/57050/51388/84946/11102/23160/9188/11056	13	ENSG00000011260,ENSG00000115368,ENSG00000120158,ENSG00000124383,ENSG00000124784,ENSG00000130935,ENSG00000132467,ENSG00000132603,ENSG00000135521,ENSG00000163684,ENSG00000163811,ENSG00000165732,ENSG00000278053,ENSG00000281007	UTP18,WDR75,RCL1,MPHOSPH10,RIOK1,NOL11,UTP3,NIP7,LTV1,RPP14,WDR43,DDX21,DDX52,
R-HSA-72086	mRNA Capping	4/309	29/7349	0.0317675501650929	0.685393703517222	0.681136599768668	5431/22916/902/2963	4	ENSG00000047315,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NCBP2,CCNH,GTF2F2
R-HSA-8851708	Signaling by FGFR2 IIIa TM	3/309	17/7349	0.0323110841345909	0.685393703517222	0.681136599768668	5431/22916/2963	3	ENSG00000047315,ENSG00000114503,ENSG00000188342	POLR2B,NCBP2,GTF2F2
R-HSA-1592230	Mitochondrial biogenesis	8/309	89/7349	0.0329925540512948	0.685393703517222	0.681136599768668	55735/56652/7019/6648/27109/96764/23082/64216	8	ENSG00000007923,ENSG00000107815,ENSG00000108064,ENSG00000112096,ENSG00000125375,ENSG00000137574,ENSG00000148840,ENSG00000162851	DNAJC11,C10orf2,TFAM,SOD2,ATP5S,TGS1,PPRC1,TFB2M
R-HSA-5655253	Signaling by FGFR2 in disease	4/309	30/7349	0.0354815938401489	0.705207135067271	0.700826966526481	5431/22916/8817/2963	4	ENSG00000047315,ENSG00000114503,ENSG00000156427,ENSG00000188342	POLR2B,NCBP2,FGF18,GTF2F2
R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	5/309	44/7349	0.0361363904615217	0.705207135067271	0.700826966526481	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-6788656	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	4/309	31/7349	0.039436339075054	0.746970657774552	0.742331088471604	1738/56267/138199/123688	4	ENSG00000091140,ENSG00000137944,ENSG00000156017,ENSG00000188266	DLD,CCBL2,C9orf41,HYKK
R-HSA-70326	Glucose metabolism	7/309	77/7349	0.0423624775531505	0.77946958697797	0.774628160971895	10165/81929/10007/8604/9972/2806/2203	7	ENSG00000004864,ENSG00000085415,ENSG00000113552,ENSG00000115840,ENSG00000124789,ENSG00000125166,ENSG00000165140	SLC25A13,SEH1L,GNPDA1,SLC25A12,NUP153,GOT2,FBP1
R-HSA-5668914	Diseases of metabolism	7/309	78/7349	0.0449390328265754	0.803909365008738	0.798916139139119	2729/56922/23169/64087/1593/2230/2720	7	ENSG00000001084,ENSG00000078070,ENSG00000116704,ENSG00000131844,ENSG00000135929,ENSG00000137714,ENSG00000170266	GCLC,MCCC1,SLC35D1,MCCC2,CYP27A1,FDX1,GLB1
R-HSA-191859	snRNP Assembly	5/309	49/7349	0.0536564972101303	0.886020107777537	0.880516877294447	81929/22916/9972/96764/6606	5	ENSG00000085415,ENSG00000114503,ENSG00000124789,ENSG00000137574,ENSG00000172062,ENSG00000205571	SEH1L,NCBP2,NUP153,TGS1,SMN1,SMN2
R-HSA-194441	Metabolism of non-coding RNA	5/309	49/7349	0.0536564972101303	0.886020107777537	0.880516877294447	81929/22916/9972/96764/6606	5	ENSG00000085415,ENSG00000114503,ENSG00000124789,ENSG00000137574,ENSG00000172062,ENSG00000205571	SEH1L,NCBP2,NUP153,TGS1,SMN1,SMN2
R-HSA-71406	Pyruvate metabolism and Citric Acid (TCA) cycle	5/309	49/7349	0.0536564972101303	0.886020107777537	0.880516877294447	4199/55066/1738/8050/57546	5	ENSG00000065833,ENSG00000090857,ENSG00000091140,ENSG00000110435,ENSG00000172840	ME1,PDPR,DLD,PDHX,PDP2
R-HSA-167172	Transcription of the HIV genome	6/309	67/7349	0.0615954481031195	0.928593598691065	0.922825936587394	5431/51497/22916/902/6875/2963	6	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,TAF4B,GTF2F2
R-HSA-1679131	Trafficking and processing of endosomal TLR	2/309	10/7349	0.0634442831403833	0.928593598691065	0.922825936587394	1520/7098	2	ENSG00000163131,ENSG00000164342	CTSS,TLR3
R-HSA-189451	Heme biosynthesis	2/309	10/7349	0.0634442831403833	0.928593598691065	0.922825936587394	1352/1355	2	ENSG00000006695,ENSG00000014919	COX10,COX15
R-HSA-390247	Beta-oxidation of very long chain fatty acids	2/309	10/7349	0.0634442831403833	0.928593598691065	0.922825936587394	1962/3295	2	ENSG00000113790,ENSG00000133835	EHHADH,HSD17B4
R-HSA-71064	Lysine catabolism	2/309	10/7349	0.0634442831403833	0.928593598691065	0.922825936587394	1738/123688	2	ENSG00000091140,ENSG00000188266	DLD,HYKK
R-HSA-71291	Metabolism of amino acids and derivatives	18/309	292/7349	0.0659081367608122	0.934348859641646	0.928545450575549	56922/594/1738/4507/8050/79814/4329/11019/2806/64087/1644/10247/56267/1629/138199/9255/2628/123688	18	ENSG00000078070,ENSG00000083123,ENSG00000091140,ENSG00000099810,ENSG00000110435,ENSG00000116771,ENSG00000119711,ENSG00000121897,ENSG00000125166,ENSG00000131844,ENSG00000132437,ENSG00000132541,ENSG00000137944,ENSG00000137992,ENSG00000156017,ENSG00000164022,ENSG00000171766,ENSG00000188266	MCCC1,BCKDHB,DLD,MTAP,PDHX,AGMAT,ALDH6A1,LIAS,GOT2,MCCC2,DDC,HRSP12,CCBL2,DBT,C9orf41,AIMP1,GATM,HYKK
R-HSA-5368286	Mitochondrial translation initiation	7/309	86/7349	0.069165001133024	0.934348859641646	0.928545450575549	60488/4528/23107/9801/51318/54534/28977	7	ENSG00000061794,ENSG00000085760,ENSG00000113048,ENSG00000115364,ENSG00000132313,ENSG00000136897,ENSG00000198015	MRPS35,MTIF2,MRPS27,MRPL19,MRPL35,MRPL50,MRPL42
R-HSA-5419276	Mitochondrial translation termination	7/309	86/7349	0.069165001133024	0.934348859641646	0.928545450575549	60488/23107/9801/51318/54534/92399/28977	7	ENSG00000061794,ENSG00000113048,ENSG00000115364,ENSG00000132313,ENSG00000136897,ENSG00000148187,ENSG00000198015	MRPS35,MRPS27,MRPL19,MRPL35,MRPL50,MRRF,MRPL42
R-HSA-73980	RNA Polymerase III Transcription Termination	3/309	23/7349	0.0700424558060828	0.934348859641646	0.928545450575549	4781/11128/51728	3	ENSG00000147862,ENSG00000148606,ENSG00000161980	NFIB,POLR3A,POLR3K
R-HSA-211859	Biological oxidations	10/309	141/7349	0.0727712792587511	0.934348859641646	0.928545450575549	2729/7365/23169/79799/1593/670/2230/55347/84532/134147	10	ENSG00000001084,ENSG00000109181,ENSG00000116704,ENSG00000135220,ENSG00000135929,ENSG00000137274,ENSG00000137714,ENSG00000144827,ENSG00000154930,ENSG00000164237	GCLC,UGT2B10,SLC35D1,UGT2A3,CYP27A1,BPHL,FDX1,ABHD10,ACSS1,CMBL
R-HSA-168276	NS1 Mediated Effects on Host Pathways	4/309	38/7349	0.073819487028294	0.934348859641646	0.928545450575549	5610/81929/9972/3841	4	ENSG00000055332,ENSG00000085415,ENSG00000124789,ENSG00000196911	EIF2AK2,SEH1L,NUP153,KPNA5
R-HSA-196780	Biotin transport and metabolism	2/309	11/7349	0.0754443178592634	0.934348859641646	0.928545450575549	56922/64087	2	ENSG00000078070,ENSG00000131844	MCCC1,MCCC2
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	2/309	11/7349	0.0754443178592634	0.934348859641646	0.928545450575549	51360/27329	2	ENSG00000012174,ENSG00000132855	MBTPS2,ANGPTL3
R-HSA-352230	Amino acid transport across the plasma membrane	3/309	24/7349	0.0776575701860192	0.943612739618799	0.937751790925514	23428/206358/8501	3	ENSG00000092068,ENSG00000123643,ENSG00000149150	SLC7A8,SLC36A1,SLC43A1
R-HSA-6784531	tRNA processing in the nucleus	5/309	55/7349	0.0801685382540485	0.956084048807541	0.9501456385665	51095/81929/9972/11102/11260	5	ENSG00000072756,ENSG00000085415,ENSG00000124789,ENSG00000163684,ENSG00000184575	TRNT1,SEH1L,NUP153,RPP14,XPOT
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	3/309	25/7349	0.0856179282870839	0.959958497763678	0.953996022622288	1628/9575/96764	3	ENSG00000105516,ENSG00000134852,ENSG00000137574	DBP,CLOCK,TGS1
R-HSA-168253	Host Interactions with Influenza Factors	4/309	40/7349	0.0857313765341463	0.959958497763678	0.953996022622288	5610/81929/9972/3841	4	ENSG00000055332,ENSG00000085415,ENSG00000124789,ENSG00000196911	EIF2AK2,SEH1L,NUP153,KPNA5
R-HSA-112382	Formation of RNA Pol II elongation complex 	5/309	57/7349	0.0903133078994203	0.959958497763678	0.953996022622288	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-75955	RNA Polymerase II Transcription Elongation	5/309	57/7349	0.0903133078994203	0.959958497763678	0.953996022622288	5431/51497/22916/902/2963	5	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,GTF2F2
R-HSA-168325	Viral Messenger RNA Synthesis	4/309	41/7349	0.092016987707648	0.959958497763678	0.953996022622288	5431/81929/9972/2963	4	ENSG00000047315,ENSG00000085415,ENSG00000124789,ENSG00000188342	POLR2B,SEH1L,NUP153,GTF2F2
R-HSA-74158	RNA Polymerase III Transcription	4/309	41/7349	0.092016987707648	0.959958497763678	0.953996022622288	9329/4781/11128/51728	4	ENSG00000125484,ENSG00000147862,ENSG00000148606,ENSG00000161980	GTF3C4,NFIB,POLR3A,POLR3K
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	4/309	41/7349	0.092016987707648	0.959958497763678	0.953996022622288	9329/4781/11128/51728	4	ENSG00000125484,ENSG00000147862,ENSG00000148606,ENSG00000161980	GTF3C4,NFIB,POLR3A,POLR3K
R-HSA-390918	Peroxisomal lipid metabolism	3/309	26/7349	0.0939089834768815	0.959958497763678	0.953996022622288	10478/1962/3295	3	ENSG00000100372,ENSG00000113790,ENSG00000133835	SLC25A17,EHHADH,HSD17B4
R-HSA-6803529	FGFR2 alternative splicing	3/309	26/7349	0.0939089834768815	0.959958497763678	0.953996022622288	5431/22916/2963	3	ENSG00000047315,ENSG00000114503,ENSG00000188342	POLR2B,NCBP2,GTF2F2
R-HSA-379724	tRNA Aminoacylation	4/309	42/7349	0.0985157905227655	0.970883392222972	0.964853060594258	4677/27068/9255/92935	4	ENSG00000134440,ENSG00000138777,ENSG00000164022,ENSG00000247626	NARS,PPA2,AIMP1,MARS2
R-HSA-416700	Other semaphorin interactions	2/309	13/7349	0.101312364320402	0.970883392222972	0.964853060594258	23129/10154	2	ENSG00000004399,ENSG00000136040	PLXND1,PLXNC1
R-HSA-167160	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	3/309	27/7349	0.10251563768814	0.970883392222972	0.964853060594258	5431/902/2963	3	ENSG00000047315,ENSG00000134480,ENSG00000188342	POLR2B,CCNH,GTF2F2
R-HSA-76066	RNA Polymerase III Transcription Initiation From Type 2 Promoter	3/309	27/7349	0.10251563768814	0.970883392222972	0.964853060594258	9329/11128/51728	3	ENSG00000125484,ENSG00000148606,ENSG00000161980	GTF3C4,POLR3A,POLR3K
R-HSA-77075	RNA Pol II CTD phosphorylation and interaction with CE	3/309	27/7349	0.10251563768814	0.970883392222972	0.964853060594258	5431/902/2963	3	ENSG00000047315,ENSG00000134480,ENSG00000188342	POLR2B,CCNH,GTF2F2
R-HSA-674695	RNA Polymerase II Pre-transcription Events	6/309	78/7349	0.109138201722746	0.9719958607215	0.965958619350559	5431/51497/22916/902/6875/2963	6	ENSG00000047315,ENSG00000101158,ENSG00000114503,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,NELFCD,NCBP2,CCNH,TAF4B,GTF2F2
R-HSA-76061	RNA Polymerase III Transcription Initiation From Type 1 Promoter	3/309	28/7349	0.111422361100033	0.9719958607215	0.965958619350559	9329/11128/51728	3	ENSG00000125484,ENSG00000148606,ENSG00000161980	GTF3C4,POLR3A,POLR3K
R-HSA-211976	Endogenous sterols	2/309	14/7349	0.115034960140339	0.9719958607215	0.965958619350559	1593/2230	2	ENSG00000135929,ENSG00000137714	CYP27A1,FDX1
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	2/309	14/7349	0.115034960140339	0.9719958607215	0.965958619350559	150/776	2	ENSG00000150594,ENSG00000157388	ADRA2A,CACNA1D
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	7/309	98/7349	0.11770100429388	0.9719958607215	0.965958619350559	7504/57486/10161/150/885/27198/56413	7	ENSG00000047597,ENSG00000123213,ENSG00000139679,ENSG00000150594,ENSG00000187094,ENSG00000196917,ENSG00000213906	XK,NLN,LPAR6,ADRA2A,CCK,HCAR1,LTB4R2
R-HSA-167161	HIV Transcription Initiation	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-167162	RNA Polymerase II HIV Promoter Escape	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-73776	RNA Polymerase II Promoter Escape	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-75953	RNA Polymerase II Transcription Initiation	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance	4/309	45/7349	0.119235517076085	0.9719958607215	0.965958619350559	5431/902/6875/2963	4	ENSG00000047315,ENSG00000134480,ENSG00000141384,ENSG00000188342	POLR2B,CCNH,TAF4B,GTF2F2
R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	2/309	15/7349	0.129194612470214	0.989904705657083	0.983756229224431	7099/7098	2	ENSG00000136869,ENSG00000164342	TLR4,TLR3
R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	2/309	15/7349	0.129194612470214	0.989904705657083	0.983756229224431	7099/7098	2	ENSG00000136869,ENSG00000164342	TLR4,TLR3
R-HSA-167238	Pausing and recovery of Tat-mediated HIV elongation	3/309	30/7349	0.130072379376978	0.989904705657083	0.983756229224431	5431/51497/2963	3	ENSG00000047315,ENSG00000101158,ENSG00000188342	POLR2B,NELFCD,GTF2F2
R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	3/309	30/7349	0.130072379376978	0.989904705657083	0.983756229224431	5431/51497/2963	3	ENSG00000047315,ENSG00000101158,ENSG00000188342	POLR2B,NELFCD,GTF2F2
R-HSA-73772	RNA Polymerase I Promoter Escape	3/309	30/7349	0.130072379376978	0.989904705657083	0.983756229224431	221830/84172/902	3	ENSG00000105849,ENSG00000125630,ENSG00000134480	TWISTNB,POLR1B,CCNH
R-HSA-1268020	Mitochondrial protein import	5/309	64/7349	0.13065512419387	0.989904705657083	0.983756229224431	10165/8604/10440/9868/131474	5	ENSG00000004864,ENSG00000115840,ENSG00000134375,ENSG00000154174,ENSG00000163528	SLC25A13,SLC25A12,TIMM17A,TOMM70A,CHCHD4
R-HSA-917937	Iron uptake and transport	4/309	47/7349	0.134006838409912	0.999995122002283	0.993783972176182	7037/3162/4891/30061	4	ENSG00000072274,ENSG00000100292,ENSG00000110911,ENSG00000138449	TFRC,HMOX1,SLC11A2,SLC40A1
R-HSA-73863	RNA Polymerase I Transcription Termination	3/309	31/7349	0.139783383695042	0.999995122002283	0.993783972176182	221830/84172/902	3	ENSG00000105849,ENSG00000125630,ENSG00000134480	TWISTNB,POLR1B,CCNH
R-HSA-156580	Phase II - Conjugation of compounds	5/309	66/7349	0.143466393130495	0.999995122002283	0.993783972176182	2729/7365/23169/79799/55347	5	ENSG00000001084,ENSG00000109181,ENSG00000116704,ENSG00000135220,ENSG00000144827	GCLC,UGT2B10,SLC35D1,UGT2A3,ABHD10
R-HSA-8963899	Plasma lipoprotein remodeling	2/309	16/7349	0.143730610695996	0.999995122002283	0.993783972176182	51360/27329	2	ENSG00000012174,ENSG00000132855	MBTPS2,ANGPTL3
R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	2/309	16/7349	0.143730610695996	0.999995122002283	0.993783972176182	7099/7098	2	ENSG00000136869,ENSG00000164342	TLR4,TLR3
R-HSA-159227	Transport of the SLBP independent Mature mRNA	3/309	32/7349	0.149730045354182	0.999995122002283	0.993783972176182	81929/22916/9972	3	ENSG00000085415,ENSG00000114503,ENSG00000124789	SEH1L,NCBP2,NUP153
